String	Entity			
"Hi, thanks for your answer. Actually, I wasn't so sure how GSON operates internally and consequently did not quite understand how to use it. I am now using custom parsing with Rhino instead, which is much more handy in my opinion. Java does not support nested data objects in the same simple way JavaScript does, so there is no real reason to not use Rhino for that kind of thing."	GSON			
"Thank you much. I lost this step. 3) Be sure to deploy your API, otherwise your changes will not be live. (In API Gateway, select your API, then Actions > Deploy API)."	API			
"The reason it required ,*/*, is because APIG stupidly requires the accept header to match.  So the client ,must, send ,Accept: image/jpeg, in order for the binary decoding to occur. Since chrome (all browsers?) send ,Accept: */*,, that makes it work."	stupidly			
"Thank you for ,*/*, and the info that you have to deploy your api each time you change something!"	*/*			
"The magic seems to happen by including ,isBase64Encoded, as ,true, in the response object. That does the trick for returning binary data."	isBase64Encoded			
To JochemSchulenklopper All of it is required to return an image.				
"Since Nov 2016 AWS API Gateway supports to return Binary data. See: ,Binary Data Now Supported by API Gateway"				
"You can access ,localhost:8080, from the ,android browser,? Probably not. ,localhost, means different things on all devices."	localhost8080			
"try connecting to your device via localhost check ,this,, access your file and parse it"	localhost			
To cricket_007: I can access my WLAN IPv4 address + URI from my android browser.  I have an api as follows:	WLAN			
"/api/users which returns all users with a get request.  I can see the output JSON in my android chrome browser.  But when I make this call in my android device apk build, I do not get a connection."	JSON			
To Alien I Am facing same issue. Have you solution for this ?				
Thanks for the comment.  I have just tried doing this with an emulator and still no response from my host machine.  Hmm...				
are you using android emulator?? can u check and let me know the details from emulator. settings->about phone->status->IP address				
"on your emulator browser, can you try 10.0.2.2:8080 ?"	10.0.2.28080			
I get a successful response from my get request when I call my api via the emulator browser.	emulator			
"Hey great thanks for the image upload, however I have tried this as well and still no luck from my apk file.  I have attached an image in my original question to show the output from my device browser.  I am calling this same address from my android build and not retrieving any response."				
"I can access my rest url no problem from my tablet device browser, but when I access the same url from my apk build I do not get a connection."	url			
"I think the question is subjective a bit: I, personally, don't like design decisions which lead to poor internal organization, like your all-classes-in-one-package case. But the right way of doing such things does not come up in mind right now."	bit			
This is an excellent answer and the link to friend package was just the solution I was looking for.	This			
I'm glad I could help.  I too needed a solution to this seemingly serious limitation of Java.  This pattern should be an ideal candidate for extending Java using Jetbrains MPS or other model-driven development tool.	This			
"Well, you still have to make the internal abstract Accessor public (thus a part of API).  Worse, an evil user can provide his/her own AccessorImpl, thus forcing your internal package to use his/her own API instead. This will work until the Item class gets initialized and fires the IllegalStateException."	AccessorImpl			
+1 Thanks for the information. I am aware that I can package the problem away but really I wish to restrict users that have both the api and implementation jars from being able to access non-interface implementation methods in a way not intended.				
