string1   	string2	Entity	Performance	Usability	Security	polarity
"All Sets pretty much have to implement some sort of way to quickly find duplicates, either by Comparable or hash codes, otherwise scanning for dups would be too painful.   "	"I'd suggest not explicitly allocating a HashSet, but instead take a Set<E> argument in the constructor. This then makes NoNullSet a decorator class that can work w/ HashSet or TreeSet or EnumSet or whatever.  "	EnumSet	0	1	0	0
"All Sets pretty much have to implement some sort of way to quickly find duplicates, either by Comparable or hash codes, otherwise scanning for dups would be too painful.   "	"I disagree with throwing an ,IllegalArgumentException,. It should be a ,NullPointerException,. Although it's an ,endless discussion,, ,Set.add(), already throws a NPE ,""if the specified element is null and this set does not permit null elements"",. You would be creating different behaviour for the same thing by throwing an ,IllegalArgumentException, now.  "	IllegalArgumentException	0	0	0	0
"All Sets pretty much have to implement some sort of way to quickly find duplicates, either by Comparable or hash codes, otherwise scanning for dups would be too painful.   "	"I disagree with throwing an ,IllegalArgumentException,. It should be a ,NullPointerException,. Although it's an ,endless discussion,, ,Set.add(), already throws a NPE ,""if the specified element is null and this set does not permit null elements"",. You would be creating different behaviour for the same thing by throwing an ,IllegalArgumentException, now.  "	NullPointerException	0	1	0	0
"All Sets pretty much have to implement some sort of way to quickly find duplicates, either by Comparable or hash codes, otherwise scanning for dups would be too painful.   "	"I disagree with throwing an ,IllegalArgumentException,. It should be a ,NullPointerException,. Although it's an ,endless discussion,, ,Set.add(), already throws a NPE ,""if the specified element is null and this set does not permit null elements"",. You would be creating different behaviour for the same thing by throwing an ,IllegalArgumentException, now.  "	IllegalArgumentException	0	0	0	0
"All Sets pretty much have to implement some sort of way to quickly find duplicates, either by Comparable or hash codes, otherwise scanning for dups would be too painful.   "	"It should throw a ,NullPointerException, as defined by the ,Collection, and ,Set, documentations. ,To throws NullPointerException if the specified element is null and this set does not permit null elements,.  "	NullPointerException	0	0	0	0
"All Sets pretty much have to implement some sort of way to quickly find duplicates, either by Comparable or hash codes, otherwise scanning for dups would be too painful.   "	"It should throw a ,NullPointerException, as defined by the ,Collection, and ,Set, documentations. ,To throws NullPointerException if the specified element is null and this set does not permit null elements,.  "	To	0	0	0	0
"All Sets pretty much have to implement some sort of way to quickly find duplicates, either by Comparable or hash codes, otherwise scanning for dups would be too painful.   "	"It should throw a ,NullPointerException, as defined by the ,Collection, and ,Set, documentations. ,To throws NullPointerException if the specified element is null and this set does not permit null elements,.  "	NullPointerException	0	0	0	0
"All Sets pretty much have to implement some sort of way to quickly find duplicates, either by Comparable or hash codes, otherwise scanning for dups would be too painful.   "	"Actually, addAll and the constructors don't need to be overridden since they are defined in AbstractSet and AbstractCollection to simply call the add method.  So only add really needs to be overridden.  "	AbstractSet	0	1	0	0
"All Sets pretty much have to implement some sort of way to quickly find duplicates, either by Comparable or hash codes, otherwise scanning for dups would be too painful.   "	"Actually, addAll and the constructors don't need to be overridden since they are defined in AbstractSet and AbstractCollection to simply call the add method.  So only add really needs to be overridden.  "	AbstractCollection	0	0	0	0
Don't forget allAll and the constructors!   	"This is explicitly advised against in Effective Java, you can refer to it for the reasons why. Extends ,AbstractSet, and wrap an existing set is the way to go.  "	allAll	0	0	0	0
Don't forget allAll and the constructors!   	"This is explicitly advised against in Effective Java, you can refer to it for the reasons why. Extends ,AbstractSet, and wrap an existing set is the way to go.  "	AbstractSet	0	1	0	0
"No, it doesnt throw any exception at the server side. It seems that the toSocket outputstream obj still works at the server side, but at the client side the connection is closed.   "	"I am looking for the same To Gregordy but for the ,BluetoothSocket,. It doesn't have method ,shutdownInput(),. Do you have any idea?  "	BluetoothSocket	0	1	0	0
"No, it doesnt throw any exception at the server side. It seems that the toSocket outputstream obj still works at the server side, but at the client side the connection is closed.   "	"I am looking for the same To Gregordy but for the ,BluetoothSocket,. It doesn't have method ,shutdownInput(),. Do you have any idea?  "	shutdownInput()	0	1	0	0
"You should clarify what platform you are on (java, php, ruby?) and what library+version you are using now, and to what library+version you are trying to update to (include the exact versions and library names).   "	I am sending data from Android app to PHP using HttpPost and HttpClient but these methods are deprecated in the new update of API 22 so i need some option to that	HttpPost	0	1	0	0
"You should clarify what platform you are on (java, php, ruby?) and what library+version you are using now, and to what library+version you are trying to update to (include the exact versions and library names).   "	I am sending data from Android app to PHP using HttpPost and HttpClient but these methods are deprecated in the new update of API 22 so i need some option to that	HttpClient	0	1	0	0
NULL	"Read the last sentence of the ,AutoCloseable#close(), method's javadoc.  "	AutoCloseable#close()	0	0	0	0
NULL	"Read the last sentence of the ,AutoCloseable#close(), method's javadoc.  "	method's	0	0	0	0
NULL	"Read the last sentence of the ,AutoCloseable#close(), method's javadoc.  "	javadoc	0	0	0	0
NULL	"you are getting a json string though right? You will need to define your variables too. Then you can do something like obj.translation to get the actual translation. I've never dealt with json in java before, so i really don't know how you would define that variable. Look at example 2 in the link you provided. While the string you have is nested though, but i really don't know how gson would parse that.  "	json	0	0	0	0
NULL	"you are getting a json string though right? You will need to define your variables too. Then you can do something like obj.translation to get the actual translation. I've never dealt with json in java before, so i really don't know how you would define that variable. Look at example 2 in the link you provided. While the string you have is nested though, but i really don't know how gson would parse that.  "	obj.translation	0	0	0	0
