string1   	string2	Entity	Performance	Usability	Security	Others	Sentiment
	Have a look at SSL, there are some free SSL providers out there and it will create an encrypted connection between the two endpoints, making the body almost impossible to read.  	SSL	0	0	0	1	o
	you can easily deserialize this things via Gson library. can you use that?	that	0	1	0	0	o
Keep in mind that I have given it a few searches on google, I could only find documentation and tutorials on how to use it but not the path to the download link if I did not made this clear enough! :)   	Yeh I finally figured it out just like that! Thank you, I have the Jars in my project now, but I do get an error, I'm trying to follow the tutorial that you linked me to! Thanks!  	Jars	0	1	0	0	o
	Hi To Joshua, thank you very much for your nice explanation. I'm looking for object oriented approach. As you said, just, I'm presenting the ontology class for a user interface.I have used com.hp.hpl.jena.util.iterator.ExtendedIterator<OntProperty> listDeclaredProperties(boolean direct) and it works for me.  By using it, I got the domain (listDomain()) and range (listRange())  	listDeclaredProperties(boolean	0	1	0	0	o
Sounds like you want NewRelic or Splunk, both of which can monitor application logs for errors and page engineers when things are going south.   	I want this to be in the code. This is an automatic switch from regular mode, to HA mode. I am already using splunk for monitoring  	splunk	0	1	0	0	o
This doesn't seem very Jetty specific.  I would say this is either Servlet or JAX-RS specific.   	You're asking about the servlet API but posting JAX-RS code - what do you need help with?	Servlet	0	1	0	1	o
	could you post adapter code, and create adapter part?  	code	0	0	0	1	o
what is orderStatus() overriding?  It's supposed to be the method in the EWrapper interface.  Note that some of the status changes are your responsibility to program - the 'pending' ones.   	OrderStatus is overriding the IOrderHandler interface definition in ApiController.java (lines 669 through 671), roughly in the same manner that a methedo with the same name is overriden in ILiveOrderHandler (lines 711 through 716).  I can get the ILiveOrderHandler overrides to work and provide me with the order data with no problems; I encounter issues receiving data with IOrderHandler - my workaround has consisted in filtering the results of orderStatus from ILiveOrderHandler by order id in order to get a smiliar result.  	methedo	0	1	0	0	o
html, css, and mysql aren't programming languages.   	To Falmarri: Very true, but I think the sense of the question is clear. (And he didn't say ,programming, languages. SQL is a query language, HTML is a markup language, CSS is...um...CSS.)  	mysql	0	0	0	1	o
	You do not need make them ,static,. What you need is ,AsyncTask, to make API call behind of main thread. I am not sure whether ,Riot, handles async. or not.  	not	0	0	0	1	o
I'm afraid you overloaded your question with unnecessary details without providing the important ones. There are not many people around who know what is kolibree and how to use their protocol. So I suggest you reformulate your question: is your problem with specifying HTTP headers when doing POST with Apache HttpClient?   	See here	specifying	0	1	0	1	o
	Can't you add the condition which decide what to return in getPersons method?	getPersons	0	0	0	1	o
	Thank you To RubenMoraleda, this solved my issue. I added scan.addColumn(Bytes.toBytes('a'), Bytes.toBytes('date')); and it works!  	Bytes.toBytes('date'))	0	0	0	0	o
I would suggest maintaining the holiday list table in the database.  ,blogs.oracle.com/sql ,  ,stackoverflow.com/a/9208532/6821936   	I recommend you don闂備胶鍋ㄩ崕鏌ユ偘?use ,SimpleDateFormat,, ,DateFormat,, ,Date, and ,Calendar,. Those classes are poorly designed and long outdated, the first two in particular notoriously troublesome. Instead use ,LocalDate, and ,DateTimeFormatter,, both from ,java.time, the modern Java date and time API,.  	Those	0	1	0	0	o
I'm using Spring boot 2.1.6 and jackson 2.9   	I've read again your question, so does my understanding correct that you have a list of Numbers passed as a response entity? What is the exact type of your list?  	2.1.6	0	1	0	0	o
There is also ,getFirst(), and ,getLast(), in the ,Deque, interface   	"Downvoted question for confusing incorrect terminology. Please reword the question, replacing ""head"" with ""last"" (at least, this is the Haskell name for what's implemented here).  "	getFirst()	0	1	0	0	o
getRuntime().totalMemory(), refers to the total amount of memory available to the Java runtime, not the amount of memory available to your application in particular.   	BTW, ,Diff, is ,not, the amount of used memory. It is a measurement of the precision of ,freeMemory,, i.e., the difference between the previously reported amount of ,freeMemory, and the current reported amount. You would expect it to remain fairly constant because it would be odd for the precision of ,freeMemory, to change chaotically.  	freeMemory	0	1	0	0	o
Can you link the file? I can't seem to find a class with TimerTask anywhere in the repository you linked.   	After I pressed STOP button in 30miliseconds will turn off Media recorder. That means to start the stopping video process will take 30milisecods. Am I right?	30miliseconds	0	0	0	1	o
Can you add the code that loads the GeoName objects from JSON?   	I have edited my code as it currently stands. The object path to the location class is currently throwing an error that List is undefined.Eclipse is detecting a getLongitude() and getLatitude() methods but these should be getLat() and getLng(). Sorry for all the questions but JSON and accessing classes this way is a little new to me.	getLng()	0	1	0	0	o
an int never will be null, if you cast a Integer to int and the Integer is null it throw an Null Pointer Exception in you method call :)   	Hi To Vusal, I have added the solution for receiving a JSON request also. Hope now answer is more complete  	Exception	0	0	0	0	o
You should search a bit more. There are several jMTP forks. E.g. ,github.com/reindahl/jmtp, which contains a file named ,jmtp64.dll,. Therefore I assume that 64bit is supported.   	You can ask for example the author to upload a release zip.	64bit	0	1	0	0	o
You could always build a JIRA Plugin to have it generate the report for you from within JIRA, then you wouldn't have to use the REST API and convert items to and from Objects.   	It turns out that the JIRA REST Java Client is woefully out of date - currently 2 major versions behind the actual JIRA API.  I have converted it to use JAXB, cut out the client code (I only wanted the XML representation), and dropped all external dependencies (except javax.*).  However, I only updated (from API v4 to v6) the few areas that I was using.  If anyone has interest, I can probably provide my source code.  	JIRA	0	1	0	0	o
