ManualLabel	Text	codes
o	"""The salt is used to prevent dictionary attacks against the key in the event your encrypted data is compromised."""	"[""'Security'""]"
o	"""A 16-byte random initialization vector is also applied so each encrypted message is unique."""	"[""'Security'""]"
o	"""A look at the URL_http://grepcode.com/file/repo1.maven.org/maven2/org.springfr amework.security/spring-security-core/3.1.4.RELEASE/org/springframework/securi ty/crypto/encrypt/AesBytesEncryptor.java#53 [internals] reveals a structure similar to URL_http://stackoverflow.com/a/992413/277307 [erickson's-answer] ."""	"[""'Others'""]"
o	"""As noted in the question, this also requires the _Java Cryptography Extension (JCE) Unlimited Strength Jurisdiction Policy_ (else you'll encounter URL_http://stackoverflow.com/questions/3862800/invalidkeyexception-ilOthers- key-size/3864325 [CODETERM1] )."""	"[""'Others'""]"
o	"""It's downloadable for URL_http://www.oracle.co m/technetwork/java/javase/downloads/jce-6-download-429243.html [Java-6] and UR L_ URL_http://www.oracle.com/technetwork/java/javase/downloads/jce-7-download-43212 4.html [Java-7] ."""	"[""'Others'""]"
o	""" Example usage CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
o	"""And sample output, CODESNIPPET_JAVA2 ."""	"[""'Others'""]"
o	"""What I've done in the past is hash the key via something like SHA256, then extract the bytes from the hash into the key byte[]."""	"[""'Others'""]"
n	"""After you have your byte[] you can simply do: CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
o	"""For others: this isn't a very secure method."""	"[""'Security'""]"
o	"""You should use PBKDF 2 specified in PKCS#5."""	"[""'Others'""]"
n	"""erickson said how to do this above."""	"[""'Others'""]"
o	"""DarkSquid's method is vulnerable to password attacks and also doesn't work unless your plaintext's size is a multiple of AES's block size (128 bits) because he left out padding."""	"[""'Security'""]"
o	"""Also it doesn't specify the mode; read Wikipedia's Block Cipher Modes of Operation for concerns."""	"[""'Others'""]"
n	"""Generating your own key from a byte array is easy: CODESNIPPET_JAVA1 ."""	"[""'Usability'""]"
o	"""But creating a 256-bit key isn't enough."""	"[""'Usability'""]"
n	"""If the key generator cannot generate 256-bit keys for you, then the URL_http://java.sun.com/javase/6/docs/api/javax/crypto/Cipher.html [CODETERM1] class probably doesn't support AES 256-bit either."""	"[""'Usability'""]"
o	"""You say you have the unlimited jurisdiction patch installed, so the AES-256 cipher should be supported (but then 256-bit keys should be too, so this might be a configuration problem)."""	"[""'Usability'""]"
o	"""CODESNIPPET_JAVA2 ."""	"[""'Others'""]"
o	"""A workaround for lack of AES-256 support is to take some freely available implementation of AES-256, and use it as a custom provider."""	"[""'Others'""]"
o	"""This involves creating your own URL_http://java.sun.com/javase/6/docs/api/java/security/Provider.html [CODETERM2] subclass and using it with URL_http://java.sun.com/javase/6/docs/a pi/javax/crypto/Cipher.html#getInstance%28java.lang.String,%20java.security.Pr ovider%29 [CODETERM3] ."""	"[""'Others'""]"
o	"""But this can be an involved process."""	"[""'Others'""]"
o	"""You should always indicate the mode and padding algorithm."""	"[""'Others'""]"
p	"""Java uses the unsafe ECB mode by default."""	"[""'Security'""]"
o	"""I've implemented the erickson's answer in a really simple class: URL_http://pastebin.com/YiwbCAW8 [Java-AES-256-bit-Encryption/Decryption- class] If you get the CODETERM1 you have to install the Java Cryptography Extension (JCE) unlimited strength jurisdiction policy files: URL_http://www.oracle.com/technetwork/java/javase/downloads/jce-6-download-429243.html [Java-6-link] URL_http://www.oracle.com/technetwork/java/javase/downloads/jce-7-download-432124.html [Java-7-link] Just place the jars in your CODETERM2 ."""	"[""'Usability'""]"
n	"""You appear to be sharing the same fixed salt value between all key instances."""	"[""'Others'""]"
p	"""That's probably not a good idea."""	"[""'Others'""]"
n	"""It works fine."""	"[""'Usability'""]"
o	"""However, if I am decrypting using a different instance of the AESEncrypter, the decrypted file tends to have some issues in the first few bytes (9 bytes)."""	"[""'Security'""]"
n	"""I encrypted a file using a passphrase then later I tried to decrypt using the same passphrase."""	"[""'Security'""]"
o	"""All contents of the file except the first 9 bytes were decrypted properly."""	"[""'Security'""]"
o	"""Might work fine, but fixed salt is akin to WEP encryption on your wi-fi router."""	"[""'Security'""]"
p	"""Maybe you should try the URL_http://www.bouncycastle.org/ [BouncyCastle] crypto provider."""	"[""'Usability'""]"
o	"""It is free and you can use larger key sizes than the default JDK."""	"[""'Others'""]"
p	"""Use this class for encryption."""	"[""'Security'""]"
o	"""It works."""	"[""'Usability'""]"
o	"""CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
o	"""} And these are ivBytes and a random key; CODESNIPPET_JAVA2 ."""	"[""'Others'""]"
o	"""NLP Library in java."""	"[""'Others'""]"
o	""" Possible Duplicate:** URL_http://stackoverflow.com/questions/870460/java-is-there-a-good-natural- language-processing-library [Java-:-Is-there-a-good-natural-language- processing-library] I need a simple Natural Language Processing library written in java which can be used to process a search query/question."""	"[""'Usability'""]"
o	"""What I want actually is to separate the main subject which is being searched in a query**."""	"[""'Others'""]"
o	"""For an example, considering a query like ""What is an apple?"""	"[""'Others'""]"
p	""""", it's perfect if the main search word apple can be extracted."""	"[""'Usability'""]"
o	"""This is for a semantic search engine development purpose."""	"[""'Others'""]"
o	"""Can anyone please suggest a suitable nlp library for this??"""	"[""'Others'""]"
p	"""Thank You!!"""	"[""'Others'""]"
p	"""The easiest way for you that I see is to use concept tagging** from URL_http://www.alchemyapi.com/api/ [AlchemyAPI] ."""	"[""'Usability'""]"
o	"""You can also use some plugins for libraries from questions, pointed in comments, especially pay attention to URL_http://incubator.apache.org/opennlp/ [OpenNLP] and URL_http://gate.ac.uk/ [GATE] . """	"[""'Others'""]"
o	"""If you are going to build ontology-based search engine**, I recommend you reading URL_http://www.springerlink.com/content/462t8871w5255l13/ [this] paper on ontology-based interpretation of keywords, that shows some tendencies in user's habits ( URL_http://videolectures.net/iswc07_tran_obi/ [video-version] )."""	"[""'Others'""]"
o	"""Otherwise, you'll better use some statistical techniques** like URL_http://en.wikipedia.org/wiki/Latent_semantic_analysis [LSA] ."""	"[""'Others'""]"
o	"""Jakarta Lucene/Solr?"""	"[""'Others'""]"
o	"""URL_http://lucene.apache.org/java/docs/index.html [ URL_http://lucene.apache.org/java/docs/index.html ] ."""	"[""'Others'""]"
o	"""Named entity recognition with Java."""	"[""'Others'""]"
o	"""I would like to use named entity recognition (NER) to find adequate tags for texts in a database."""	"[""'Usability'""]"
o	"""Instead of using tools like NLTK or Lingpipe I want to build my own tool."""	"[""'Usability'""]"
o	"""So my questions are: Which algorithm should I use?"""	"[""'Usability'""]"
o	""" How hard is to build this tool?"""	"[""'Others'""]"
o	"""Since there are so many ways to go about it, we could better inform you if you shared your goals and why you're trying to to DIY."""	"[""'Others'""]"
o	"""And are you willing to use any libraries at all, such as machine learning?"""	"[""'Usability'""]"
o	"""I did this some time ago when I studied Markov chains."""	"[""'Others'""]"
o	"""Anyway, the answers are: Which algorithm should I use?"""	"[""'Usability'""]"
o	"""Stanford NLP for example uses Conditional Random Field (CRF)."""	"[""'Usability'""]"
o	"""If you are not trying to do this effectively, you are like dude from Jackass 3d who was CODETERM1 ."""	"[""'Usability'""]"
n	"""There is no simple way to parse human language, as it's construction is complex and it has tons of exceptions."""	"[""'Usability'""]"
o	""" How hard is to build this tool?"""	"[""'Others'""]"
p	"""Well if you know what you are doing, then it's not that hard at all."""	"[""'Others'""]"
n	"""The process of entering the rules and logic can be annoying and time consuming, and fixing Otherss can be nontrivial."""	"[""'Usability'""]"
p	"""But in 20 years, you can make something almost useful (for yourself)."""	"[""'Usability'""]"
o	"""1."""	"[""'Others'""]"
p	"""There is vast of Information Extraction algorithms, to name a few: regular expressions, statical methods, machine learning based, dictionaries, etc."""	"[""'Others'""]"
n	"""You can find a complete overview on methods in URL_http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.164.2388&rep=rep1&type=pdf [this-survey] ."""	"[""'Others'""]"
p	"""2."""	"[""'Others'""]"
p	"""Yes, it is hard to build a tool, which find tags with high precision, because it requires a lot of testing and tuning."""	"[""'Usability'""]"
p	"""Yes, it is hard to build a tool, which find tags with high precision, because it requires a lot of testing and tuning."""	"[""'Performance'""]"
o	"""The -- easiest to implement -- algorithm for finding tags will consists of two steps: Extract candidates for tags Find most significant tags - most disti."""	"[""'Usability'""]"
o	"""In the first step you can take one of two approaches: Use entity names to use as tag candidates (here you need to use Information Extraction framework) Use nouns or noun groups as tag candidates (here you need to use part-of-speech tagger) In the second step, you should use tf-idf to weight tags across document corpus and discard all tags which has tf-idf weight below a given trash-hold If you need a more powerful algorithm look for topic detection frameworks or URL_http://scholar.google.de/scholar?q=topic%20detection [research-papers-on- this-topic] ."""	"[""'Performance'""]"
o	"""Check also URL_http://ttp://en.wikipedia.org/wiki/Latent_semantic_analysis [LSA] , after wikipedia: Latent semantic analysis (LSA) is a technique in natural language processing, in particular in vectorial semantics, of analyzing relationships between a set of documents and the terms they contain by producing a set of concepts related to the documents and terms."""	"[""'Others'""]"
o	"""Please check also his question - URL_http://stackoverflow.com/questions/5544475 /does-an-algorithm-exist-to-help-detect-the-primary-topic-of-an-english- sentence."""	"[""'Others'""]"
n	"""!"""	"[""'Others'""]"
o	"""Please check also this post - URL_http://nlpers.blogspot.com/2011/04/seeding - transduction-out-of-sample.html , it describes researcher's -- hands on -- experience in creating taggers."""	"[""'Others'""]"
o	"""NLTK is an open-source project."""	"[""'Others'""]"
o	"""You might want to explore it a little bit - see how it is done, maybe get involved in the Others, rather than trying to completely solve the problem by yourself from scratch... ."""	"[""'Others'""]"
o	"""Look for a copy of this paper: Name Tagging with Word Clusters and Discriminative Training Scott Miller, Jethran Guinness, Alex Zamanian ."""	"[""'Others'""]"
p	"""This may not be a satisfactory answer to your question, still: You might want to evaluate existing service providers for the task and either include their product or integrate one via web services."""	"[""'Performance'""]"
